trialNumber,classNumber,className,prediction,probabilities,startingTime,cueDuration,finishDuration,trialTime,trialTime(legible)
1,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691794106.5206652,11/08/2023 19:48:26
2,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691794116.5293715,11/08/2023 19:48:36
3,4,Pies,-1,-1,3.0,4.0,3.0,1691794126.5386395,11/08/2023 19:48:46
4,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691794136.5591545,11/08/2023 19:48:56
5,4,Pies,-1,-1,3.0,4.0,3.0,1691794146.5689943,11/08/2023 19:49:06
6,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691794156.5778124,11/08/2023 19:49:16
7,4,Pies,-1,-1,3.0,4.0,3.0,1691794166.587687,11/08/2023 19:49:26
8,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691794176.6091125,11/08/2023 19:49:36
9,5,Rest,-1,-1,3.0,4.0,3.0,1691794186.618119,11/08/2023 19:49:46
10,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691794196.6411104,11/08/2023 19:49:56
11,5,Rest,-1,-1,3.0,4.0,3.0,1691794206.6506746,11/08/2023 19:50:06
12,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691794216.6692474,11/08/2023 19:50:16
13,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691794226.68032,11/08/2023 19:50:26
14,5,Rest,-1,-1,3.0,4.0,3.0,1691794236.6821094,11/08/2023 19:50:36
15,4,Pies,-1,-1,3.0,4.0,3.0,1691794246.7004788,11/08/2023 19:50:46
16,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691794256.7226746,11/08/2023 19:50:56
17,5,Rest,-1,-1,3.0,4.0,3.0,1691794266.730168,11/08/2023 19:51:06
18,5,Rest,-1,-1,3.0,4.0,3.0,1691794276.7551086,11/08/2023 19:51:16
19,5,Rest,-1,-1,3.0,4.0,3.0,1691794286.7615802,11/08/2023 19:51:26
20,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691794296.7825904,11/08/2023 19:51:36
21,4,Pies,-1,-1,3.0,4.0,3.0,1691794306.791498,11/08/2023 19:51:46
22,5,Rest,-1,-1,3.0,4.0,3.0,1691794316.8270347,11/08/2023 19:51:56
23,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691794326.8611972,11/08/2023 19:52:06
24,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691794336.8732173,11/08/2023 19:52:16
25,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691794346.8947196,11/08/2023 19:52:26
26,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691794356.909807,11/08/2023 19:52:36
27,5,Rest,-1,-1,3.0,4.0,3.0,1691794366.9376032,11/08/2023 19:52:46
28,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691794377.5874414,11/08/2023 19:52:57
29,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691794387.6161246,11/08/2023 19:53:07
30,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691794397.627508,11/08/2023 19:53:17
31,4,Pies,-1,-1,3.0,4.0,3.0,1691794407.6467927,11/08/2023 19:53:27
32,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691794417.6595945,11/08/2023 19:53:37
33,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691794427.6860003,11/08/2023 19:53:47
34,4,Pies,-1,-1,3.0,4.0,3.0,1691794437.7307372,11/08/2023 19:53:57
35,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691794447.757518,11/08/2023 19:54:07
36,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691794457.7666278,11/08/2023 19:54:17
37,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691794467.7981775,11/08/2023 19:54:27
38,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691794477.8172255,11/08/2023 19:54:37
39,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691794487.8361077,11/08/2023 19:54:47
40,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691794497.8692632,11/08/2023 19:54:57
41,5,Rest,-1,-1,3.0,4.0,3.0,1691794507.8973238,11/08/2023 19:55:07
42,4,Pies,-1,-1,3.0,4.0,3.0,1691794517.9104323,11/08/2023 19:55:17
43,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691794527.9267867,11/08/2023 19:55:27
44,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691794537.9373631,11/08/2023 19:55:37
45,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691794547.9593499,11/08/2023 19:55:47
46,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691794557.9811215,11/08/2023 19:55:57
47,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691794568.0092957,11/08/2023 19:56:08
48,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691794578.04022,11/08/2023 19:56:18
