;1;2;4;5
1;0,25925925925925924;0,4074074074074074;0,18518518518518517;0,14814814814814814
2;0,48148148148148145;0,14814814814814814;0,1111111111111111;0,25925925925925924
4;0,3333333333333333;0,18518518518518517;0,1111111111111111;0,37037037037037035
5;0,25925925925925924;0,3333333333333333;0,18518518518518517;0,2222222222222222
