trialNumber,classNumber,className,prediction,probabilities,startingTime,cueDuration,finishDuration,trialTime,trialTime(legible)
1,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692102000.7663438,15/08/2023 09:20:00
2,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692102010.7750475,15/08/2023 09:20:10
3,5,Rest,-1,-1,3.0,4.0,3.0,1692102020.7726057,15/08/2023 09:20:20
4,4,Pies,-1,-1,3.0,4.0,3.0,1692102030.7731678,15/08/2023 09:20:30
5,4,Pies,-1,-1,3.0,4.0,3.0,1692102040.7715561,15/08/2023 09:20:40
6,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692102050.7726145,15/08/2023 09:20:50
7,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692102060.7721865,15/08/2023 09:21:00
8,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692102070.7936506,15/08/2023 09:21:10
9,4,Pies,-1,-1,3.0,4.0,3.0,1692102080.8066945,15/08/2023 09:21:20
10,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692102090.8246193,15/08/2023 09:21:30
11,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692102100.8394358,15/08/2023 09:21:40
12,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692102110.854826,15/08/2023 09:21:50
13,5,Rest,-1,-1,3.0,4.0,3.0,1692102120.8735912,15/08/2023 09:22:00
14,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692102130.8840528,15/08/2023 09:22:10
15,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692102140.9045103,15/08/2023 09:22:20
16,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692102150.917171,15/08/2023 09:22:30
17,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692102160.9365604,15/08/2023 09:22:40
18,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692102170.9558253,15/08/2023 09:22:50
19,5,Rest,-1,-1,3.0,4.0,3.0,1692102180.9646406,15/08/2023 09:23:00
20,4,Pies,-1,-1,3.0,4.0,3.0,1692102190.996434,15/08/2023 09:23:10
21,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692102201.0155337,15/08/2023 09:23:21
22,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692102211.026846,15/08/2023 09:23:31
23,5,Rest,-1,-1,3.0,4.0,3.0,1692102221.0423157,15/08/2023 09:23:41
24,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692102231.0687056,15/08/2023 09:23:51
25,5,Rest,-1,-1,3.0,4.0,3.0,1692102241.078401,15/08/2023 09:24:01
26,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692102251.0995562,15/08/2023 09:24:11
27,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692102261.1080863,15/08/2023 09:24:21
28,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692102271.1332648,15/08/2023 09:24:31
29,5,Rest,-1,-1,3.0,4.0,3.0,1692102281.137536,15/08/2023 09:24:41
30,4,Pies,-1,-1,3.0,4.0,3.0,1692102291.1717367,15/08/2023 09:24:51
31,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692102301.1895077,15/08/2023 09:25:01
32,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692102311.2096367,15/08/2023 09:25:11
33,4,Pies,-1,-1,3.0,4.0,3.0,1692102321.2192407,15/08/2023 09:25:21
34,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692102331.24551,15/08/2023 09:25:31
35,4,Pies,-1,-1,3.0,4.0,3.0,1692102341.2835898,15/08/2023 09:25:41
36,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692102351.3007352,15/08/2023 09:25:51
37,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692102361.3121662,15/08/2023 09:26:01
38,5,Rest,-1,-1,3.0,4.0,3.0,1692102371.3792996,15/08/2023 09:26:11
39,4,Pies,-1,-1,3.0,4.0,3.0,1692102381.3998272,15/08/2023 09:26:21
40,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692102391.4301994,15/08/2023 09:26:31
41,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692102401.4589448,15/08/2023 09:26:41
42,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692102411.4768732,15/08/2023 09:26:51
43,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692102421.4943583,15/08/2023 09:27:01
44,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692102431.5261574,15/08/2023 09:27:11
45,4,Pies,-1,-1,3.0,4.0,3.0,1692102441.5701234,15/08/2023 09:27:21
46,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692102451.6282265,15/08/2023 09:27:31
47,4,Pies,-1,-1,3.0,4.0,3.0,1692102461.645085,15/08/2023 09:27:41
48,5,Rest,-1,-1,3.0,4.0,3.0,1692102471.6633902,15/08/2023 09:27:51
49,4,Pies,-1,-1,3.0,4.0,3.0,1692102481.6757925,15/08/2023 09:28:01
50,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692102491.706395,15/08/2023 09:28:11
51,5,Rest,-1,-1,3.0,4.0,3.0,1692102501.7377586,15/08/2023 09:28:21
52,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692102511.7579644,15/08/2023 09:28:31
53,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692102521.7745538,15/08/2023 09:28:41
54,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692102531.7886102,15/08/2023 09:28:51
55,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692102541.8051748,15/08/2023 09:29:01
56,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692102551.8251123,15/08/2023 09:29:11
57,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692102561.8586257,15/08/2023 09:29:21
58,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692102571.8951657,15/08/2023 09:29:31
59,5,Rest,-1,-1,3.0,4.0,3.0,1692102581.9276426,15/08/2023 09:29:41
60,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692102591.963256,15/08/2023 09:29:51
61,5,Rest,-1,-1,3.0,4.0,3.0,1692102601.9994423,15/08/2023 09:30:01
62,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692102612.02517,15/08/2023 09:30:12
63,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692102622.073222,15/08/2023 09:30:22
64,4,Pies,-1,-1,3.0,4.0,3.0,1692102632.1076148,15/08/2023 09:30:32
65,4,Pies,-1,-1,3.0,4.0,3.0,1692102642.138653,15/08/2023 09:30:42
66,5,Rest,-1,-1,3.0,4.0,3.0,1692102652.1694584,15/08/2023 09:30:52
67,4,Pies,-1,-1,3.0,4.0,3.0,1692102662.1976428,15/08/2023 09:31:02
68,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692102672.2509816,15/08/2023 09:31:12
69,4,Pies,-1,-1,3.0,4.0,3.0,1692102682.2844996,15/08/2023 09:31:22
70,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692102692.31049,15/08/2023 09:31:32
71,5,Rest,-1,-1,3.0,4.0,3.0,1692102702.3431907,15/08/2023 09:31:42
72,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692102712.36957,15/08/2023 09:31:52
73,5,Rest,-1,-1,3.0,4.0,3.0,1692102722.3907082,15/08/2023 09:32:02
74,5,Rest,-1,-1,3.0,4.0,3.0,1692102732.4195454,15/08/2023 09:32:12
75,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692102742.45218,15/08/2023 09:32:22
