;1;2;4;5
1;0,4074074074074074;0,37037037037037035;0,037037037037037035;0,18518518518518517
2;0,3333333333333333;0,4444444444444444;0,14814814814814814;0,07407407407407407
4;0,1111111111111111;0,18518518518518517;0,5185185185185185;0,18518518518518517
5;0,18518518518518517;0,14814814814814814;0,1111111111111111;0,5555555555555556
