trialNumber,classNumber,className,prediction,probabilities,startingTime,cueDuration,finishDuration,trialTime,trialTime(legible)
1,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692789983.6314335,23/08/2023 08:26:23
2,5,Rest,-1,-1,3.0,4.0,3.0,1692789993.6472642,23/08/2023 08:26:33
3,4,Pies,-1,-1,3.0,4.0,3.0,1692790003.7074814,23/08/2023 08:26:43
4,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692790013.7526796,23/08/2023 08:26:53
5,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692790023.8126087,23/08/2023 08:27:03
6,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692790033.854534,23/08/2023 08:27:13
7,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692790043.8935769,23/08/2023 08:27:23
8,5,Rest,-1,-1,3.0,4.0,3.0,1692790053.926464,23/08/2023 08:27:33
9,5,Rest,-1,-1,3.0,4.0,3.0,1692790063.9864357,23/08/2023 08:27:43
10,4,Pies,-1,-1,3.0,4.0,3.0,1692790074.0075548,23/08/2023 08:27:54
11,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692790084.0465553,23/08/2023 08:28:04
12,4,Pies,-1,-1,3.0,4.0,3.0,1692790094.0933018,23/08/2023 08:28:14
13,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692790104.1214979,23/08/2023 08:28:24
14,5,Rest,-1,-1,3.0,4.0,3.0,1692790114.1604166,23/08/2023 08:28:34
15,4,Pies,-1,-1,3.0,4.0,3.0,1692790124.1841087,23/08/2023 08:28:44
16,4,Pies,-1,-1,3.0,4.0,3.0,1692790134.220197,23/08/2023 08:28:54
17,4,Pies,-1,-1,3.0,4.0,3.0,1692790144.249851,23/08/2023 08:29:04
18,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692790154.2817802,23/08/2023 08:29:14
19,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692790164.3289583,23/08/2023 08:29:24
20,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692790174.3724673,23/08/2023 08:29:34
21,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692790184.4166749,23/08/2023 08:29:44
22,5,Rest,-1,-1,3.0,4.0,3.0,1692790194.4768553,23/08/2023 08:29:54
23,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692790204.5240257,23/08/2023 08:30:04
24,4,Pies,-1,-1,3.0,4.0,3.0,1692790214.5734327,23/08/2023 08:30:14
25,4,Pies,-1,-1,3.0,4.0,3.0,1692790224.604765,23/08/2023 08:30:24
26,4,Pies,-1,-1,3.0,4.0,3.0,1692790234.6418478,23/08/2023 08:30:34
27,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692790244.6741612,23/08/2023 08:30:44
28,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692790254.7102551,23/08/2023 08:30:54
29,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692790264.7385724,23/08/2023 08:31:04
30,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692790274.779545,23/08/2023 08:31:14
31,4,Pies,-1,-1,3.0,4.0,3.0,1692790284.8354719,23/08/2023 08:31:24
32,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692790294.9092767,23/08/2023 08:31:34
33,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692790304.966268,23/08/2023 08:31:44
34,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692790314.9964235,23/08/2023 08:31:54
35,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692790325.06195,23/08/2023 08:32:05
36,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692790335.1091373,23/08/2023 08:32:15
37,5,Rest,-1,-1,3.0,4.0,3.0,1692790345.1478982,23/08/2023 08:32:25
38,4,Pies,-1,-1,3.0,4.0,3.0,1692790355.2222347,23/08/2023 08:32:35
39,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692790365.2491987,23/08/2023 08:32:45
40,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692790375.2989604,23/08/2023 08:32:55
41,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692790385.3486722,23/08/2023 08:33:05
42,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692790395.3791513,23/08/2023 08:33:15
43,5,Rest,-1,-1,3.0,4.0,3.0,1692790405.4144716,23/08/2023 08:33:25
44,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692790415.4640186,23/08/2023 08:33:35
45,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692790425.5175304,23/08/2023 08:33:45
46,5,Rest,-1,-1,3.0,4.0,3.0,1692790435.5614688,23/08/2023 08:33:55
47,4,Pies,-1,-1,3.0,4.0,3.0,1692790445.6221597,23/08/2023 08:34:05
48,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692790455.6506734,23/08/2023 08:34:15
49,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692790465.705321,23/08/2023 08:34:25
50,4,Pies,-1,-1,3.0,4.0,3.0,1692790475.7359855,23/08/2023 08:34:35
