;1;2;4;5
1;0,48148148148148145;0,3333333333333333;0,18518518518518517;0,0
2;0,37037037037037035;0,48148148148148145;0,07407407407407407;0,07407407407407407
4;0,4074074074074074;0,18518518518518517;0,25925925925925924;0,14814814814814814
5;0,037037037037037035;0,2222222222222222;0,18518518518518517;0,5555555555555556
