;1;2;4;5
1;0,6296296296296297;0,1111111111111111;0,1111111111111111;0,14814814814814814
2;0,25925925925925924;0,2962962962962963;0,1111111111111111;0,3333333333333333
4;0,25925925925925924;0,25925925925925924;0,2222222222222222;0,25925925925925924
5;0,14814814814814814;0,2962962962962963;0,1111111111111111;0,4444444444444444
