trialNumber,classNumber,className,prediction,probabilities,startingTime,cueDuration,finishDuration,trialTime,trialTime(legible)
1,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691797985.898559,11/08/2023 20:53:05
2,5,Rest,-1,-1,3.0,4.0,3.0,1691797995.9178658,11/08/2023 20:53:15
3,4,Pies,-1,-1,3.0,4.0,3.0,1691798005.937244,11/08/2023 20:53:25
4,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691798015.9474978,11/08/2023 20:53:35
5,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691798025.9655852,11/08/2023 20:53:45
6,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691798035.9792929,11/08/2023 20:53:55
7,5,Rest,-1,-1,3.0,4.0,3.0,1691798045.9998505,11/08/2023 20:54:05
8,4,Pies,-1,-1,3.0,4.0,3.0,1691798056.0062454,11/08/2023 20:54:16
9,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691798066.0080664,11/08/2023 20:54:26
10,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691798076.0083256,11/08/2023 20:54:36
11,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691798086.0075963,11/08/2023 20:54:46
12,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691798096.0084949,11/08/2023 20:54:56
13,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691798106.0277495,11/08/2023 20:55:06
14,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691798116.0504866,11/08/2023 20:55:16
15,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691798126.0587816,11/08/2023 20:55:26
16,4,Pies,-1,-1,3.0,4.0,3.0,1691798136.0910828,11/08/2023 20:55:36
17,5,Rest,-1,-1,3.0,4.0,3.0,1691798146.111227,11/08/2023 20:55:46
18,4,Pies,-1,-1,3.0,4.0,3.0,1691798156.120325,11/08/2023 20:55:56
19,4,Pies,-1,-1,3.0,4.0,3.0,1691798166.1503963,11/08/2023 20:56:06
20,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691798176.1691692,11/08/2023 20:56:16
21,5,Rest,-1,-1,3.0,4.0,3.0,1691798186.1992264,11/08/2023 20:56:26
22,4,Pies,-1,-1,3.0,4.0,3.0,1691798196.2214217,11/08/2023 20:56:36
