trialNumber,classNumber,className,prediction,probabilities,startingTime,cueDuration,finishDuration,trialTime,trialTime(legible)
1,5,Rest,-1,-1,3.0,4.0,3.0,1691798968.421199,11/08/2023 21:09:28
2,4,Pies,-1,-1,3.0,4.0,3.0,1691798978.4391115,11/08/2023 21:09:38
3,5,Rest,-1,-1,3.0,4.0,3.0,1691798988.4456782,11/08/2023 21:09:48
4,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691798998.46682,11/08/2023 21:09:58
5,5,Rest,-1,-1,3.0,4.0,3.0,1691799008.475999,11/08/2023 21:10:08
6,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691799018.4770594,11/08/2023 21:10:18
7,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691799028.4766428,11/08/2023 21:10:28
8,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691799038.498112,11/08/2023 21:10:38
9,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691799048.5076342,11/08/2023 21:10:48
10,5,Rest,-1,-1,3.0,4.0,3.0,1691799058.5071144,11/08/2023 21:10:58
11,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691799068.5087173,11/08/2023 21:11:08
12,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691799078.5406556,11/08/2023 21:11:18
13,5,Rest,-1,-1,3.0,4.0,3.0,1691799088.558146,11/08/2023 21:11:28
14,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691799098.5801897,11/08/2023 21:11:38
15,4,Pies,-1,-1,3.0,4.0,3.0,1691799108.5885968,11/08/2023 21:11:48
16,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691799118.6102462,11/08/2023 21:11:58
17,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691799128.6186395,11/08/2023 21:12:08
18,5,Rest,-1,-1,3.0,4.0,3.0,1691799138.642137,11/08/2023 21:12:18
19,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691799148.6501117,11/08/2023 21:12:28
20,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691799158.6723137,11/08/2023 21:12:38
21,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691799168.6913416,11/08/2023 21:12:48
22,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691799178.7012026,11/08/2023 21:12:58
23,4,Pies,-1,-1,3.0,4.0,3.0,1691799188.7214584,11/08/2023 21:13:08
24,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691799198.7301137,11/08/2023 21:13:18
25,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691799208.7511227,11/08/2023 21:13:28
26,4,Pies,-1,-1,3.0,4.0,3.0,1691799218.7631176,11/08/2023 21:13:38
27,4,Pies,-1,-1,3.0,4.0,3.0,1691799228.7830899,11/08/2023 21:13:48
28,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691799238.8020086,11/08/2023 21:13:58
29,4,Pies,-1,-1,3.0,4.0,3.0,1691799248.8191638,11/08/2023 21:14:08
30,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691799258.8405228,11/08/2023 21:14:18
31,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691799268.864108,11/08/2023 21:14:28
32,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691799278.8740237,11/08/2023 21:14:38
33,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691799288.911985,11/08/2023 21:14:48
34,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691799298.9396806,11/08/2023 21:14:58
35,4,Pies,-1,-1,3.0,4.0,3.0,1691799308.9531658,11/08/2023 21:15:08
36,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691799318.985181,11/08/2023 21:15:18
37,4,Pies,-1,-1,3.0,4.0,3.0,1691799329.0060563,11/08/2023 21:15:29
38,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691799339.014759,11/08/2023 21:15:39
39,5,Rest,-1,-1,3.0,4.0,3.0,1691799349.0362756,11/08/2023 21:15:49
40,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691799359.0551534,11/08/2023 21:15:59
41,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691799369.0871966,11/08/2023 21:16:09
42,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691799379.1161008,11/08/2023 21:16:19
43,4,Pies,-1,-1,3.0,4.0,3.0,1691799389.1251025,11/08/2023 21:16:29
44,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691799399.145558,11/08/2023 21:16:39
45,5,Rest,-1,-1,3.0,4.0,3.0,1691799409.1563675,11/08/2023 21:16:49
46,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691799419.1771069,11/08/2023 21:16:59
47,5,Rest,-1,-1,3.0,4.0,3.0,1691799429.19812,11/08/2023 21:17:09
48,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691799439.2275052,11/08/2023 21:17:19
49,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691799449.258659,11/08/2023 21:17:29
50,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691799459.269072,11/08/2023 21:17:39
51,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691799469.2874038,11/08/2023 21:17:49
52,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691799479.3076205,11/08/2023 21:17:59
53,4,Pies,-1,-1,3.0,4.0,3.0,1691799489.342251,11/08/2023 21:18:09
54,4,Pies,-1,-1,3.0,4.0,3.0,1691799499.3691747,11/08/2023 21:18:19
55,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1691799509.4000127,11/08/2023 21:18:29
56,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691799519.4434006,11/08/2023 21:18:39
57,5,Rest,-1,-1,3.0,4.0,3.0,1691799529.460921,11/08/2023 21:18:49
58,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691799539.4912593,11/08/2023 21:18:59
59,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691799549.7006147,11/08/2023 21:19:09
60,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1691799559.7346985,11/08/2023 21:19:19
61,5,Rest,-1,-1,3.0,4.0,3.0,1691799569.761451,11/08/2023 21:19:29
62,4,Pies,-1,-1,3.0,4.0,3.0,1691799579.7932787,11/08/2023 21:19:39
63,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1691799589.8317673,11/08/2023 21:19:49
64,5,Rest,-1,-1,3.0,4.0,3.0,1691799599.852836,11/08/2023 21:19:59
