,Accuracy,Precision,Recall,F1-Score,AUC
LDA,61.0,0.5833333333333334,0.611111111111111,0.5857142857142857,0.7253086419753086
SVM,50.0,0.6011904761904762,0.5,0.5189255189255189,0.75
CRNN,21.0,0.2333333333333333,0.21666666666666667,0.218013468013468,0.45092592592592595
