,LDA,SVM
Best Parameters,"{'pasabanda__lowcut': 5, 'pasabanda__highcut': 16, 'lda__tol': 0.01, 'lda__solver': 'lsqr', 'featureExtractor__sample_rate': 250.0, 'featureExtractor__method': 'welch', 'featureExtractor__band_values': [8, 12], 'cspmulticlase__reg': 0.01, 'cspmulticlase__norm_trace': False, 'cspmulticlase__n_components': 3, 'cspmulticlase__method': 'ova', 'cspmulticlase__log': None}","{'svm__kernel': 'linear', 'svm__gamma': 'scale', 'svm__C': 1, 'pasabanda__lowcut': 5, 'pasabanda__highcut': 30, 'featureExtractor__sample_rate': 250.0, 'featureExtractor__method': 'hilbert', 'featureExtractor__band_values': [8, 12], 'cspmulticlase__reg': 0.01, 'cspmulticlase__norm_trace': False, 'cspmulticlase__n_components': 2, 'cspmulticlase__method': 'ova', 'cspmulticlase__log': None}"
