,Accuracy,Precision,Recall,F1-Score,AUC
LDA,57.99999999999999,0.65,0.5833333333333333,0.5696969696969697,0.7314814814814815
SVM,54.0,0.5416666666666666,0.5416666666666666,0.5345238095238095,0.7384259259259259
CRNN,11.0,0.08333333333333333,0.1125,0.09545454545454546,0.5254120879120879
