,Accuracy,Precision,Recall,F1-Score,AUC
LDA,39.0,0.38730158730158726,0.38888888888888884,0.3861693861693862,0.6080246913580247
SVM,28.000000000000004,0.21428571428571427,0.27777777777777773,0.2417582417582418,0.5787037037037036
CRNN,28.999999999999996,0.2888888888888889,0.2833333333333334,0.2831168831168831,0.4231481481481482
