,Accuracy,Precision,Recall,F1-Score,AUC
LDA,42.0,0.42410714285714285,0.41666666666666663,0.39491758241758246,0.6834490740740742
SVM,33.0,0.3321428571428572,0.3333333333333333,0.33129370629370625,0.7152777777777777
CRNN,28.000000000000004,0.32916666666666666,0.275,0.29841269841269846,0.45473901098901104
