trialNumber,classNumber,className,prediction,probabilities,startingTime,cueDuration,finishDuration,trialTime,trialTime(legible)
1,5,Rest,-1,-1,3.0,4.0,3.0,1695496771.4095025,23/09/2023 16:19:31
2,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1695496781.4180017,23/09/2023 16:19:41
3,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1695496791.429444,23/09/2023 16:19:51
4,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1695496801.4325614,23/09/2023 16:20:01
5,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1695496811.443285,23/09/2023 16:20:11
6,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1695496821.4450238,23/09/2023 16:20:21
7,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1695496831.4658043,23/09/2023 16:20:31
8,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1695496841.4760082,23/09/2023 16:20:41
9,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1695496851.4758027,23/09/2023 16:20:51
10,5,Rest,-1,-1,3.0,4.0,3.0,1695496861.4763486,23/09/2023 16:21:01
11,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1695496871.4760036,23/09/2023 16:21:11
12,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1695496881.4780536,23/09/2023 16:21:21
13,5,Rest,-1,-1,3.0,4.0,3.0,1695496891.4984136,23/09/2023 16:21:31
14,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1695496901.5073743,23/09/2023 16:21:41
15,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1695496911.5068266,23/09/2023 16:21:51
16,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1695496921.509699,23/09/2023 16:22:01
17,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1695496931.5286646,23/09/2023 16:22:11
18,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1695496941.5469499,23/09/2023 16:22:21
19,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1695496951.557473,23/09/2023 16:22:31
20,5,Rest,-1,-1,3.0,4.0,3.0,1695496961.5731359,23/09/2023 16:22:41
21,4,Pies,-1,-1,3.0,4.0,3.0,1695496971.5895245,23/09/2023 16:22:51
22,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1695496981.6067338,23/09/2023 16:23:01
23,5,Rest,-1,-1,3.0,4.0,3.0,1695496991.6190526,23/09/2023 16:23:11
24,5,Rest,-1,-1,3.0,4.0,3.0,1695497001.6385248,23/09/2023 16:23:21
25,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1695497011.6499155,23/09/2023 16:23:31
26,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1695497021.6687803,23/09/2023 16:23:41
27,5,Rest,-1,-1,3.0,4.0,3.0,1695497031.682575,23/09/2023 16:23:51
28,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1695497041.7012346,23/09/2023 16:24:01
29,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1695497051.7195299,23/09/2023 16:24:11
30,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1695497061.730598,23/09/2023 16:24:21
31,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1695497071.7465615,23/09/2023 16:24:31
