trialNumber,classNumber,className,prediction,probabilities,startingTime,cueDuration,finishDuration,trialTime,trialTime(legible)
1,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1688136051.2515059,30/06/2023 11:40:51
2,5,Rest,-1,-1,3.0,4.0,3.0,1688136061.3463805,30/06/2023 11:41:01
3,4,Pies,-1,-1,3.0,4.0,3.0,1688136071.37198,30/06/2023 11:41:11
4,5,Rest,-1,-1,3.0,4.0,3.0,1688136081.3731441,30/06/2023 11:41:21
5,4,Pies,-1,-1,3.0,4.0,3.0,1688136091.4014292,30/06/2023 11:41:31
6,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1688136101.41696,30/06/2023 11:41:41
7,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1688136111.4326785,30/06/2023 11:41:51
8,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1688136121.4742286,30/06/2023 11:42:01
9,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1688136131.5300467,30/06/2023 11:42:11
10,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1688136141.5501466,30/06/2023 11:42:21
11,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1688136151.5573955,30/06/2023 11:42:31
12,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1688136161.5750542,30/06/2023 11:42:41
13,4,Pies,-1,-1,3.0,4.0,3.0,1688136171.5901444,30/06/2023 11:42:51
14,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1688136181.619649,30/06/2023 11:43:01
15,5,Rest,-1,-1,3.0,4.0,3.0,1688136191.676023,30/06/2023 11:43:11
16,5,Rest,-1,-1,3.0,4.0,3.0,1688136201.7011142,30/06/2023 11:43:21
17,4,Pies,-1,-1,3.0,4.0,3.0,1688136211.7331789,30/06/2023 11:43:31
18,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1688136221.7511613,30/06/2023 11:43:41
19,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1688136231.7688577,30/06/2023 11:43:51
20,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1688136241.9180963,30/06/2023 11:44:01
21,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1688136251.9530427,30/06/2023 11:44:11
22,4,Pies,-1,-1,3.0,4.0,3.0,1688136261.9820719,30/06/2023 11:44:21
23,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1688136272.0591867,30/06/2023 11:44:32
24,4,Pies,-1,-1,3.0,4.0,3.0,1688136282.0901332,30/06/2023 11:44:42
25,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1688136292.10934,30/06/2023 11:44:52
26,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1688136302.1497185,30/06/2023 11:45:02
27,4,Pies,-1,-1,3.0,4.0,3.0,1688136312.1693983,30/06/2023 11:45:12
28,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1688136322.1862924,30/06/2023 11:45:22
29,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1688136332.2170165,30/06/2023 11:45:32
30,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1688136342.3121693,30/06/2023 11:45:42
31,5,Rest,-1,-1,3.0,4.0,3.0,1688136352.3252895,30/06/2023 11:45:52
32,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1688136362.3419929,30/06/2023 11:46:02
33,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1688136372.3401496,30/06/2023 11:46:12
34,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1688136382.386401,30/06/2023 11:46:22
35,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1688136392.4167004,30/06/2023 11:46:32
36,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1688136402.4188461,30/06/2023 11:46:42
37,4,Pies,-1,-1,3.0,4.0,3.0,1688136412.4341798,30/06/2023 11:46:52
38,5,Rest,-1,-1,3.0,4.0,3.0,1688136422.44931,30/06/2023 11:47:02
39,5,Rest,-1,-1,3.0,4.0,3.0,1688136432.5452418,30/06/2023 11:47:12
40,4,Pies,-1,-1,3.0,4.0,3.0,1688136442.5821643,30/06/2023 11:47:22
41,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1688136452.6084585,30/06/2023 11:47:32
42,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1688136462.6536937,30/06/2023 11:47:42
43,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1688136472.6844375,30/06/2023 11:47:52
44,4,Pies,-1,-1,3.0,4.0,3.0,1688136482.7039177,30/06/2023 11:48:02
45,5,Rest,-1,-1,3.0,4.0,3.0,1688136492.7211053,30/06/2023 11:48:12
46,5,Rest,-1,-1,3.0,4.0,3.0,1688136502.7449548,30/06/2023 11:48:22
47,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1688136512.7687037,30/06/2023 11:48:32
48,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1688136522.7961524,30/06/2023 11:48:42
49,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1688136532.8282,30/06/2023 11:48:52
50,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1688136542.9080822,30/06/2023 11:49:02
51,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1688136552.9206643,30/06/2023 11:49:12
52,4,Pies,-1,-1,3.0,4.0,3.0,1688136562.9505486,30/06/2023 11:49:22
53,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1688136573.0107236,30/06/2023 11:49:33
54,4,Pies,-1,-1,3.0,4.0,3.0,1688136583.0785103,30/06/2023 11:49:43
55,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1688136593.1054537,30/06/2023 11:49:53
56,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1688136603.1241744,30/06/2023 11:50:03
57,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1688136613.1604407,30/06/2023 11:50:13
58,5,Rest,-1,-1,3.0,4.0,3.0,1688136623.1899815,30/06/2023 11:50:23
59,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1688136633.2507923,30/06/2023 11:50:33
60,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1688136643.3606315,30/06/2023 11:50:43
