;1;2;4;5
1;0,6296296296296297;0,14814814814814814;0,037037037037037035;0,18518518518518517
2;0,037037037037037035;0,7777777777777778;0,07407407407407407;0,1111111111111111
4;0,0;0,1111111111111111;0,7037037037037037;0,18518518518518517
5;0,2222222222222222;0,14814814814814814;0,2222222222222222;0,4074074074074074
