;1;2;4;5
1;0,14814814814814814;0,4074074074074074;0,14814814814814814;0,2962962962962963
2;0,2962962962962963;0,4074074074074074;0,14814814814814814;0,14814814814814814
4;0,25925925925925924;0,25925925925925924;0,2962962962962963;0,18518518518518517
5;0,25925925925925924;0,18518518518518517;0,2222222222222222;0,3333333333333333
