;1;2;4;5
1;0,6666666666666666;0,1111111111111111;0,14814814814814814;0,07407407407407407
2;0,2222222222222222;0,5925925925925926;0,1111111111111111;0,07407407407407407
4;0,4444444444444444;0,037037037037037035;0,3333333333333333;0,18518518518518517
5;0,2222222222222222;0,4074074074074074;0,2222222222222222;0,14814814814814814
