trialNumber,classNumber,className,prediction,probabilities,startingTime,cueDuration,finishDuration,trialTime,trialTime(legible)
1,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692215310.8219006,16/08/2023 16:48:30
2,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692215320.8521347,16/08/2023 16:48:40
3,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692215330.9068887,16/08/2023 16:48:50
4,5,Rest,-1,-1,3.0,4.0,3.0,1692215340.9361606,16/08/2023 16:49:00
5,5,Rest,-1,-1,3.0,4.0,3.0,1692215350.9617333,16/08/2023 16:49:10
6,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692215360.9828932,16/08/2023 16:49:20
7,4,Pies,-1,-1,3.0,4.0,3.0,1692215371.0000415,16/08/2023 16:49:31
8,4,Pies,-1,-1,3.0,4.0,3.0,1692215381.0462806,16/08/2023 16:49:41
9,4,Pies,-1,-1,3.0,4.0,3.0,1692215391.0894852,16/08/2023 16:49:51
10,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692215401.1295168,16/08/2023 16:50:01
11,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692215411.160165,16/08/2023 16:50:11
12,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692215421.2078173,16/08/2023 16:50:21
13,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692215431.23691,16/08/2023 16:50:31
14,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692215441.2721996,16/08/2023 16:50:41
15,5,Rest,-1,-1,3.0,4.0,3.0,1692215451.3318024,16/08/2023 16:50:51
16,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692215461.3562586,16/08/2023 16:51:01
17,5,Rest,-1,-1,3.0,4.0,3.0,1692215471.3758848,16/08/2023 16:51:11
18,4,Pies,-1,-1,3.0,4.0,3.0,1692215481.4194055,16/08/2023 16:51:21
19,4,Pies,-1,-1,3.0,4.0,3.0,1692215491.4567068,16/08/2023 16:51:31
20,4,Pies,-1,-1,3.0,4.0,3.0,1692215501.494456,16/08/2023 16:51:41
21,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692215511.5709753,16/08/2023 16:51:51
22,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692215521.621818,16/08/2023 16:52:01
23,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692215531.7009652,16/08/2023 16:52:11
24,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692215541.7381663,16/08/2023 16:52:21
25,5,Rest,-1,-1,3.0,4.0,3.0,1692215551.7758465,16/08/2023 16:52:31
26,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692215561.8007603,16/08/2023 16:52:41
27,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692215571.8521347,16/08/2023 16:52:51
28,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692215581.8961406,16/08/2023 16:53:01
29,4,Pies,-1,-1,3.0,4.0,3.0,1692215591.9308543,16/08/2023 16:53:11
30,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692215601.9668252,16/08/2023 16:53:21
31,4,Pies,-1,-1,3.0,4.0,3.0,1692215611.9967692,16/08/2023 16:53:31
32,4,Pies,-1,-1,3.0,4.0,3.0,1692215622.0178792,16/08/2023 16:53:42
33,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692215632.0660264,16/08/2023 16:53:52
34,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692215642.1078138,16/08/2023 16:54:02
35,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692215652.1661608,16/08/2023 16:54:12
36,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692215662.205457,16/08/2023 16:54:22
37,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692215672.253373,16/08/2023 16:54:32
38,5,Rest,-1,-1,3.0,4.0,3.0,1692215682.3038533,16/08/2023 16:54:42
39,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692215692.3357081,16/08/2023 16:54:52
40,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692215702.3502958,16/08/2023 16:55:02
41,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692215712.3602517,16/08/2023 16:55:12
42,5,Rest,-1,-1,3.0,4.0,3.0,1692215722.4158802,16/08/2023 16:55:22
43,5,Rest,-1,-1,3.0,4.0,3.0,1692215732.472028,16/08/2023 16:55:32
44,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692215742.5304513,16/08/2023 16:55:42
45,5,Rest,-1,-1,3.0,4.0,3.0,1692215752.5754364,16/08/2023 16:55:52
46,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692215762.6303437,16/08/2023 16:56:02
47,4,Pies,-1,-1,3.0,4.0,3.0,1692215772.6711793,16/08/2023 16:56:12
48,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692215782.7247896,16/08/2023 16:56:22
49,5,Rest,-1,-1,3.0,4.0,3.0,1692215792.7828703,16/08/2023 16:56:32
50,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692215802.8320966,16/08/2023 16:56:42
51,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692215812.8817005,16/08/2023 16:56:52
52,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692215822.9412613,16/08/2023 16:57:02
53,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692215832.971819,16/08/2023 16:57:12
54,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692215843.023378,16/08/2023 16:57:23
55,5,Rest,-1,-1,3.0,4.0,3.0,1692215853.0556312,16/08/2023 16:57:33
56,5,Rest,-1,-1,3.0,4.0,3.0,1692215863.113327,16/08/2023 16:57:43
57,5,Rest,-1,-1,3.0,4.0,3.0,1692215873.1845021,16/08/2023 16:57:53
58,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692215883.236346,16/08/2023 16:58:03
59,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692215893.2587755,16/08/2023 16:58:13
60,4,Pies,-1,-1,3.0,4.0,3.0,1692215903.2938955,16/08/2023 16:58:23
61,5,Rest,-1,-1,3.0,4.0,3.0,1692215913.3402565,16/08/2023 16:58:33
62,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692215923.3812344,16/08/2023 16:58:43
63,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692215933.4148767,16/08/2023 16:58:53
64,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692215943.4517918,16/08/2023 16:59:03
65,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692215953.5168717,16/08/2023 16:59:13
66,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692215963.5775478,16/08/2023 16:59:23
67,4,Pies,-1,-1,3.0,4.0,3.0,1692215973.6475632,16/08/2023 16:59:33
68,4,Pies,-1,-1,3.0,4.0,3.0,1692215983.707681,16/08/2023 16:59:43
69,5,Rest,-1,-1,3.0,4.0,3.0,1692215993.7575624,16/08/2023 16:59:53
70,3,Ambas Manos,-1,-1,3.0,4.0,3.0,1692216003.8065116,16/08/2023 17:00:03
71,4,Pies,-1,-1,3.0,4.0,3.0,1692216013.8613508,16/08/2023 17:00:13
72,2,Mano Derecha,-1,-1,3.0,4.0,3.0,1692216023.9116726,16/08/2023 17:00:23
73,4,Pies,-1,-1,3.0,4.0,3.0,1692216033.9658751,16/08/2023 17:00:33
74,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692216044.0042214,16/08/2023 17:00:44
75,1,Mano Izquierda,-1,-1,3.0,4.0,3.0,1692216054.0681665,16/08/2023 17:00:54
