,Accuracy,Precision,Recall,F1-Score,AUC
LDA,17.0,0.17708333333333331,0.16666666666666666,0.16904761904761906,0.43344907407407407
SVM,42.0,0.4017857142857143,0.41666666666666663,0.40576923076923077,0.7175925925925926
CRNN,44.0,0.46875,0.42500000000000004,0.4184149184149184,0.6258928571428571
